WARNING: sun.reflect.Reflection.getCallerClass is not supported. This will impact performance.
13:37:17.359 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_; a line coverage of: 21.23056%
13:37:17.360 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/DetailsFragment$1$$ExternalSyntheticOutline0; a line coverage of: 42.24138%
13:37:17.360 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_$1; a line coverage of: 4.347826%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/PreferenceCompatActivity; a line coverage of: 46.42857%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment$1; a line coverage of: 0.9803922%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/ViewHolderAdapter; a line coverage of: 69.69697%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity; a line coverage of: 20.102041%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/TorrentsAdapter_; a line coverage of: 3.4615386%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerPickerDialog$$ExternalSyntheticLambda1; a line coverage of: 0.5502063%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/search/SearchHistoryProvider; a line coverage of: 100.0%
13:37:17.361 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/PreferenceCompatActivity$RootPreferencesFragment; a line coverage of: 75.0%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity_; a line coverage of: 40.50633%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListItemView_; a line coverage of: 100.0%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity_$IntentBuilder_; a line coverage of: 89.47369%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/DatabaseHelper; a line coverage of: 100.0%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/ErrorLogSender_; a line coverage of: 27.1875%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerStatusView_; a line coverage of: 100.0%
13:37:17.362 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerSelectionView_; a line coverage of: 100.0%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListAdapter_; a line coverage of: 82.29167%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/log/LogUncaughtExceptionHandler; a line coverage of: 7.1428576%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity_$IntentBuilder_; a line coverage of: 89.47369%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/StatusType$StatusTypeFilter; a line coverage of: 21.95122%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsActivity$$ExternalSyntheticLambda0; a line coverage of: 1.8348624%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterListItemAdapter; a line coverage of: 31.451612%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/navigation/FilterSeparatorView_; a line coverage of: 100.0%
13:37:17.363 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/ServerStatusView$$ExternalSyntheticLambda0; a line coverage of: 2.8985507%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/settings/MainSettingsActivity$$ExternalSyntheticLambda0; a line coverage of: 6.4516125%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment_; a line coverage of: 79.11646%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment_$1; a line coverage of: 12.121212%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TorrentsFragment; a line coverage of: 23.829788%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/TransdroidApp_; a line coverage of: 100.0%
13:37:17.364 [main] INFO  de.uni_passau.fim.auermich.basicblockcoverage_evaluation.BasicBlockCoverageEvaluation - We have for the class Lorg/transdroid/core/gui/lists/MergeAdapter; a line coverage of: 49.382717%
